Item,Category,Brand,Supplier,UnitCost
Mouse Model 1758,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1759,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1760,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1761,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1762,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1763,Electronics,BrandB,SupplierX,10.01
Mouse Model 1764,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1765,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1766,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1767,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1768,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1769,Electronics,BrandB,SupplierX,10.01
Mouse Model 1770,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1771,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1772,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1773,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1774,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1775,Electronics,BrandB,SupplierX,10.01
Mouse Model 1776,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1777,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1778,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1779,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1780,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1781,Electronics,BrandB,SupplierX,10.01
Mouse Model 1782,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1783,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1784,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1785,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1786,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1787,Electronics,BrandB,SupplierX,10.01
Mouse Model 1788,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1789,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1790,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1791,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1792,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1793,Electronics,BrandB,SupplierX,10.01
Mouse Model 1794,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1795,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1796,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1797,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1798,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1799,Electronics,BrandB,SupplierX,10.01
Mouse Model 1800,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1801,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1802,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1803,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1804,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1805,Electronics,BrandB,SupplierX,10.01
Mouse Model 1806,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1807,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1808,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1809,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1810,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1811,Electronics,BrandB,SupplierX,10.01
Mouse Model 1812,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1813,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1814,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1815,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1816,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1817,Electronics,BrandB,SupplierX,10.01
Mouse Model 1818,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1819,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1820,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1821,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1822,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1823,Electronics,BrandB,SupplierX,10.01
Mouse Model 1824,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1825,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1826,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1827,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1828,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1829,Electronics,BrandB,SupplierX,10.01
Mouse Model 1830,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1831,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1832,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1833,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1834,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1835,Electronics,BrandB,SupplierX,10.01
Mouse Model 1836,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1837,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1838,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1839,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1840,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1841,Electronics,BrandB,SupplierX,10.01
Mouse Model 1842,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1843,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1844,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1845,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1846,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1847,Electronics,BrandB,SupplierX,10.01
Mouse Model 1848,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1849,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1850,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1851,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1852,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1853,Electronics,BrandB,SupplierX,10.01
Mouse Model 1854,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1855,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1856,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1857,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1858,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1859,Electronics,BrandB,SupplierX,10.01
Mouse Model 1860,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1861,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1862,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1863,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1864,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1865,Electronics,BrandB,SupplierX,10.01
Mouse Model 1866,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1867,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1868,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1869,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1870,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1871,Electronics,BrandB,SupplierX,10.01
Mouse Model 1872,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1873,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1874,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1875,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1876,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1877,Electronics,BrandB,SupplierX,10.01
Mouse Model 1878,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1879,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1880,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1881,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1882,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1883,Electronics,BrandB,SupplierX,10.01
Mouse Model 1884,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1885,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1886,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1887,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1888,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1889,Electronics,BrandB,SupplierX,10.01
Mouse Model 1890,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1891,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1892,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1893,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1894,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1895,Electronics,BrandB,SupplierX,10.01
Mouse Model 1896,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1897,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1898,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1899,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1900,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1901,Electronics,BrandB,SupplierX,10.01
Mouse Model 1902,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1903,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1904,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1905,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1906,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1907,Electronics,BrandB,SupplierX,10.01
Mouse Model 1908,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1909,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1910,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1911,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1912,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1913,Electronics,BrandB,SupplierX,10.01
Mouse Model 1914,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1915,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1916,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1917,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1918,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1919,Electronics,BrandB,SupplierX,10.01
Mouse Model 1920,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1921,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1922,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1923,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1924,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1925,Electronics,BrandB,SupplierX,10.01
Mouse Model 1926,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1927,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1928,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1929,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1930,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1931,Electronics,BrandB,SupplierX,10.01
Mouse Model 1932,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1933,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1934,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1935,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1936,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1937,Electronics,BrandB,SupplierX,10.01
Mouse Model 1938,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1939,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1940,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1941,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1942,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1943,Electronics,BrandB,SupplierX,10.01
Mouse Model 1944,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1945,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1946,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1947,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1948,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1949,Electronics,BrandB,SupplierX,10.01
Mouse Model 1950,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1951,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1952,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1953,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1954,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1955,Electronics,BrandB,SupplierX,10.01
Mouse Model 1956,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1957,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1958,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1959,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1960,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1961,Electronics,BrandB,SupplierX,10.01
Mouse Model 1962,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1963,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1964,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1965,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1966,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1967,Electronics,BrandB,SupplierX,10.01
Mouse Model 1968,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1969,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1970,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1971,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1972,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1973,Electronics,BrandB,SupplierX,10.01
Mouse Model 1974,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1975,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1976,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1977,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1978,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1979,Electronics,BrandB,SupplierX,10.01
Mouse Model 1980,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1981,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1982,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1983,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1984,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1985,Electronics,BrandB,SupplierX,10.01
Mouse Model 1986,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1987,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1988,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1989,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1990,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1991,Electronics,BrandB,SupplierX,10.01
Mouse Model 1992,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1993,Home Appliances,BrandB,SupplierY,218.36
Smartphone Model 1994,Office Supplies,BrandA,SupplierX,28.41
Tablet Model 1995,Home Appliances,BrandD,SupplierX,72.65
Laptop Model 1996,Office Supplies,BrandD,SupplierZ,385.12
Monitor Model 1997,Electronics,BrandB,SupplierX,10.01
Mouse Model 1998,Office Supplies,BrandD,SupplierZ,148.41
Keyboard Model 1999,Home Appliances,BrandB,SupplierY,218.36
